ZIP Code,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint,id
95037,Morgan Hill,CA,37.137595,-121.66211,-8,1,"37.137595,-121.66211",25
95039,Moss Landing,CA,36.812905,-121.78299,-8,1,"36.812905,-121.78299",757
95045,San Juan Bautista,CA,36.829052,-121.52848,-8,1,"36.829052,-121.52848",334
95051,Santa Clara,CA,37.346241,-121.9846,-8,1,"37.346241,-121.9846",25
95053,Santa Clara,CA,37.189396,-121.705327,-8,1,"37.189396,-121.705327",25
95054,Santa Clara,CA,37.39324,-121.96066,-8,1,"37.39324,-121.96066",25
95060,Santa Cruz,CA,36.980556,-122.04603,-8,1,"36.980556,-122.04603",1796
95064,Santa Cruz,CA,37.000199,-122.06026,-8,1,"37.000199,-122.06026",1796
95070,Saratoga,CA,37.270543,-122.02305,-8,1,"37.270543,-122.02305",25
95112,San Jose,CA,37.348541,-121.88627,-8,1,"37.348541,-121.88627",25
95120,San Jose,CA,37.213624,-121.85671,-8,1,"37.213624,-121.85671",25
95123,San Jose,CA,37.244426,-121.83246,-8,1,"37.244426,-121.83246",25
95125,San Jose,CA,37.295092,-121.89649,-8,1,"37.295092,-121.89649",25
95126,San Jose,CA,37.326341,-121.9178,-8,1,"37.326341,-121.9178",25
95131,San Jose,CA,37.38631,-121.88987,-8,1,"37.38631,-121.88987",25
95133,San Jose,CA,37.37354,-121.85784,-8,1,"37.37354,-121.85784",25
95134,San Jose,CA,37.412539,-121.94461,-8,1,"37.412539,-121.94461",25
95135,San Jose,CA,37.299474,-121.75446,-8,1,"37.299474,-121.75446",25
95136,San Jose,CA,37.269343,-121.84939,-8,1,"37.269343,-121.84939",25
95138,San Jose,CA,37.255915,-121.77536,-8,1,"37.255915,-121.77536",25
95192,San Jose,CA,37.189396,-121.705327,-8,1,"37.189396,-121.705327",25
95193,San Jose,CA,37.189396,-121.705327,-8,1,"37.189396,-121.705327",25
95207,Stockton,CA,38.004172,-121.3237,-8,1,"38.004172,-121.3237",1044
95211,Stockton,CA,37.981073,-121.308008,-8,1,"37.981073,-121.308008",1044
95307,Ceres,CA,37.584282,-120.95064,-8,1,"37.584282,-120.95064",758
95348,Merced,CA,37.342056,-120.50154,-8,1,"37.342056,-120.50154",3204
95351,Modesto,CA,37.626067,-120.99955,-8,1,"37.626067,-120.99955",758
95354,Modesto,CA,37.644481,-120.98043,-8,1,"37.644481,-120.98043",758
95370,Sonora,CA,37.995238,-120.3437,-8,1,"37.995238,-120.3437",1119
95403,Santa Rosa,CA,38.480494,-122.74976,-8,1,"38.480494,-122.74976",3166
95405,Santa Rosa,CA,38.438161,-122.67419,-8,1,"38.438161,-122.67419",3166
95422,Clearlake,CA,38.956206,-122.63523,-8,1,"38.956206,-122.63523",21
95449,Hopland,CA,38.955142,-123.08125,-8,1,"38.955142,-123.08125",331
95482,Ukiah,CA,39.154946,-123.20088,-8,1,"39.154946,-123.20088",331
95503,Eureka,CA,40.757091,-124.1513,-8,1,"40.757091,-124.1513",20
95518,Arcata,CA,40.881383,-123.984232,-8,1,"40.881383,-123.984232",20
95521,Arcata,CA,40.867469,-124.07519,-8,1,"40.867469,-124.07519",20
95605,West Sacramento,CA,38.592155,-121.52805,-8,1,"38.592155,-121.52805",2957
95616,Davis,CA,38.549256,-121.73655,-8,1,"38.549256,-121.73655",2957
95617,Davis,CA,38.619545,-121.961532,-8,1,"38.619545,-121.961532",2957
95621,Citrus Heights,CA,38.695252,-121.3081,-8,1,"38.695252,-121.3081",3119
95630,Folsom,CA,38.672127,-121.15783,-8,1,"38.672127,-121.15783",3119
95670,Rancho Cordova,CA,38.605355,-121.28247,-8,1,"38.605355,-121.28247",3119
95678,Roseville,CA,38.752434,-121.28933,-8,1,"38.752434,-121.28933",1116
95741,Rancho Cordova,CA,38.377411,-121.444429,-8,1,"38.377411,-121.444429",3119
95747,Roseville,CA,38.768829,-121.33629,-8,1,"38.768829,-121.33629",1116
95758,Elk Grove,CA,38.406432,-121.43673,-8,1,"38.406432,-121.43673",3119
95762,El Dorado Hills,CA,38.684324,-121.06879,-8,1,"38.684324,-121.06879",2282
95812,Sacramento,CA,38.377411,-121.444429,-8,1,"38.377411,-121.444429",3119
95814,Sacramento,CA,38.580255,-121.49125,-8,1,"38.580255,-121.49125",3119
95816,Sacramento,CA,38.571661,-121.46827,-8,1,"38.571661,-121.46827",3119
95817,Sacramento,CA,38.551106,-121.45996,-8,1,"38.551106,-121.45996",3119
95818,Sacramento,CA,38.556576,-121.49285,-8,1,"38.556576,-121.49285",3119
95819,Sacramento,CA,38.568855,-121.44099,-8,1,"38.568855,-121.44099",3119
95820,Sacramento,CA,38.535795,-121.44663,-8,1,"38.535795,-121.44663",3119
95821,Sacramento,CA,38.623304,-121.38181,-8,1,"38.623304,-121.38181",3119
95822,Sacramento,CA,38.51394,-121.49201,-8,1,"38.51394,-121.49201",3119
95825,Sacramento,CA,38.594205,-121.40726,-8,1,"38.594205,-121.40726",3119
95827,Sacramento,CA,38.566506,-121.32515,-8,1,"38.566506,-121.32515",3119
95828,Sacramento,CA,38.484747,-121.4024,-8,1,"38.484747,-121.4024",3119
95831,Sacramento,CA,38.494971,-121.53059,-8,1,"38.494971,-121.53059",3119
95833,Sacramento,CA,38.616891,-121.49623,-8,1,"38.616891,-121.49623",3119
95841,Sacramento,CA,38.66152,-121.34361,-8,1,"38.66152,-121.34361",3119
95842,Sacramento,CA,38.687718,-121.349,-8,1,"38.687718,-121.349",3119
95929,Chico,CA,39.731406,-121.801215,-8,1,"39.731406,-121.801215",621
95973,Chico,CA,39.793465,-121.87946,-8,1,"39.793465,-121.87946",621
96001,Redding,CA,40.56816,-122.41519,-8,1,"40.56816,-122.41519",963
96003,Redding,CA,40.641389,-122.34206,-8,1,"40.641389,-122.34206",963
96008,Bella Vista,CA,40.732501,-122.11264,-8,1,"40.732501,-122.11264",963
96064,Montague,CA,41.736424,-122.40008,-8,1,"41.736424,-122.40008",998
96091,Trinity Center,CA,41.004651,-122.71541,-8,1,"41.004651,-122.71541",2974
96094,Weed,CA,41.460403,-122.38544,-8,1,"41.460403,-122.38544",998
96145,Tahoe City,CA,39.177383,-120.14607,-8,1,"39.177383,-120.14607",1116
96150,South Lake Tahoe,CA,38.908741,-120.00992,-8,1,"38.908741,-120.00992",2282
92717,california,CA,36.778259,-119.417931,-8,1,"36.778259,-119.417931",1730
96651,california,CA,36.778259,-119.417931,-8,1,"36.778259,-119.417931",1730
9307,california,CA,36.778259,-119.417931,-8,1,"36.778259,-119.417931",1730
